,Survived,Pclass,Sex,Age,Fare,C,Q,S,Size
410,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
411,0,3,1,0.37170143252073384,0.013386510079847098,0,1,0,1
412,1,1,0,0.4093993465694898,0.17566830077223786,0,1,0,2
413,0,2,1,0.37170143252073384,0.0,0,0,1,1
414,1,3,1,0.5476250314149284,0.015468569817999833,0,0,1,1
415,0,3,0,0.43453128926866047,0.015712553569072387,0,0,1,1
416,1,2,0,0.42196531791907516,0.06343577527886367,0,0,1,3
417,1,2,0,0.22090977632570996,0.025374310111545468,0,0,1,3
418,0,2,1,0.37170143252073384,0.025374310111545468,0,0,1,1
419,0,3,0,0.12038200552902739,0.04713766070721715,0,0,1,3
420,0,3,1,0.37170143252073384,0.015411575213749284,1,0,0,1
421,0,3,1,0.2586076903744659,0.015094396337354966,0,1,0,1
422,0,3,1,0.35913546117114853,0.015370976317570811,0,0,1,1
423,0,3,0,0.3465694898215632,0.028106928123558056,0,0,1,3
424,0,3,1,0.22090977632570996,0.039452172548431745,0,0,1,3
425,0,3,1,0.37170143252073384,0.014151057562208049,0,0,1,1
426,1,2,0,0.3465694898215632,0.050748620223090936,0,0,1,2
427,1,2,0,0.23347574767529528,0.050748620223090936,0,0,1,1
428,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
429,1,3,1,0.39683337521990447,0.015712553569072387,0,0,1,1
430,1,1,1,0.3465694898215632,0.051822148727810165,0,0,1,1
431,1,3,0,0.43453128926866047,0.031425107138144774,0,0,1,2
432,1,2,0,0.5224930887157577,0.050748620223090936,0,0,1,2
433,0,3,1,0.20834380497612465,0.013907073811135496,0,0,1,1
434,0,1,1,0.6230208595124404,0.1091095334796455,0,0,1,2
435,1,1,0,0.17064589092736868,0.23422440102965045,0,0,1,4
436,0,3,0,0.2586076903744659,0.06709553154495196,0,0,1,5
437,1,2,0,0.2963056044232219,0.03659756266088288,0,0,1,6
438,0,1,1,0.7989444584066349,0.5133418122566505,0,0,1,6
439,0,2,1,0.38426740387031916,0.020494635090094415,0,0,1,1
440,1,2,0,0.5601910027645137,0.05123658772523604,0,0,1,3
441,0,3,1,0.24604171902488062,0.018542765081513996,0,0,1,1
442,0,3,1,0.3088715757728072,0.015175789316712771,0,0,1,2
443,1,2,0,0.3465694898215632,0.025374310111545468,0,0,1,1
444,1,3,1,0.37170143252073384,0.015834545444608664,0,0,1,1
445,1,1,1,0.04498617743151546,0.15977676072337862,0,0,1,3
446,1,2,0,0.15807991957778336,0.0380614651673182,0,0,1,2
447,1,1,1,0.42196531791907516,0.051822148727810165,0,0,1,1
448,1,3,0,0.05755214878110078,0.03758969818624431,1,0,0,4
449,1,1,1,0.648152802211611,0.05953203526170282,0,0,1,1
450,0,2,1,0.4470972606182458,0.05416439273810667,0,0,1,4
451,0,3,1,0.37170143252073384,0.03897240290032268,0,0,1,2
452,0,1,1,0.37170143252073384,0.05416439273810667,1,0,0,1
453,1,1,1,0.610454888162855,0.17391981561855152,1,0,0,2
454,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
455,1,3,1,0.35913546117114853,0.015411575213749284,1,0,0,1
456,0,1,1,0.8115104297562201,0.051822148727810165,0,0,1,1
457,1,1,0,0.43453128926866047,0.10122885832000206,0,0,1,2
458,1,2,0,0.6230208595124404,0.020494635090094415,0,0,1,1
459,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
460,1,1,1,0.5978889168132696,0.051822148727810165,0,0,1,1
461,0,3,1,0.42196531791907516,0.015712553569072387,0,0,1,1
462,0,1,1,0.5853229454636844,0.07514699533034619,0,0,1,1
463,0,2,1,0.5978889168132696,0.025374310111545468,0,0,1,1
464,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
465,0,3,1,0.4722292033174164,0.013760683560491965,0,0,1,1
466,0,2,1,0.37170143252073384,0.0,0,0,1,1
467,0,1,1,0.6984166876099522,0.051822148727810165,0,0,1,1
468,0,3,1,0.37170143252073384,0.015078195816283748,0,1,0,1
469,1,3,0,0.004146770545363157,0.03758969818624431,1,0,0,4
470,0,3,1,0.37170143252073384,0.014151057562208049,0,0,1,1
471,0,3,1,0.4722292033174164,0.016908073949327893,0,0,1,1
472,1,2,0,0.4093993465694898,0.05416439273810667,0,0,1,4
473,1,2,0,0.2837396330736366,0.026919605597338588,1,0,0,1
474,0,3,0,0.2711736617240513,0.019201521209409888,0,0,1,1
475,0,1,1,0.37170143252073384,0.10149724044618187,0,0,1,1
476,0,2,1,0.42196531791907516,0.04098927018018883,0,0,1,2
477,0,3,1,0.35913546117114853,0.013752485706455927,0,0,1,2
478,0,3,1,0.2711736617240513,0.014679623960531627,0,0,1,1
479,1,3,0,0.01985423473234481,0.023983602730431916,0,0,1,2
480,0,3,1,0.10781603417944208,0.09154270340242172,0,0,1,8
481,0,2,1,0.37170143252073384,0.0,0,0,1,1
482,0,3,1,0.6230208595124404,0.015712553569072387,0,0,1,1
483,1,3,0,0.7863784870570495,0.018713553707264782,0,0,1,1
484,1,1,1,0.3088715757728072,0.17777475888549785,1,0,0,2
485,0,3,0,0.2586076903744659,0.04970768794751499,0,0,1,5
486,1,1,0,0.43453128926866047,0.17566830077223786,0,0,1,2
487,0,1,1,0.7235486303091229,0.057970539254838485,1,0,0,1
488,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
489,1,3,1,0.10781603417944208,0.031034733136428686,0,0,1,3
490,0,3,1,0.37170143252073384,0.03897240290032268,0,0,1,2
491,0,3,1,0.2586076903744659,0.014151057562208049,0,0,1,1
492,0,1,1,0.6858507162603669,0.05953203526170282,0,0,1,1
493,0,1,1,0.8869062578537321,0.09662576327876685,1,0,0,1
494,0,3,1,0.2586076903744659,0.015712553569072387,0,0,1,1
495,0,3,1,0.37170143252073384,0.028220722145058292,1,0,0,1
496,1,1,0,0.6732847449107816,0.1527664244005612,1,0,0,2
497,0,3,1,0.37170143252073384,0.029473237129564348,0,0,1,1
498,0,1,0,0.3088715757728072,0.29580589980036276,0,0,1,4
499,0,3,1,0.2963056044232219,0.015216388212891242,0,0,1,1
500,0,3,1,0.20834380497612465,0.016908073949327893,0,0,1,1
501,0,3,0,0.2586076903744659,0.015126992566498259,0,1,0,1
502,0,3,0,0.2586076903744659,0.014891206669461744,0,1,0,1
503,0,3,0,0.4596632319678311,0.018713553707264782,0,0,1,1
504,1,1,0,0.19577783362653933,0.16883675574220638,0,0,1,1
505,0,1,1,0.22090977632570996,0.2125586439344078,1,0,0,2
506,1,2,0,0.4093993465694898,0.050748620223090936,0,0,1,3
507,1,1,1,0.37170143252073384,0.051822148727810165,0,0,1,1
508,0,3,1,0.3465694898215632,0.04396587194327397,0,0,1,1
509,1,3,1,0.32143754712239253,0.11027245763075773,0,0,1,1
510,1,3,1,0.35913546117114853,0.015126992566498259,0,1,0,1
511,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
512,1,1,1,0.4470972606182458,0.05130978285055781,0,0,1,1
513,1,1,0,0.6732847449107816,0.11594107850967697,1,0,0,2
514,0,3,1,0.2963056044232219,0.014630827210317115,0,0,1,1
515,0,1,1,0.5853229454636844,0.06640417918791278,0,0,1,1
516,1,2,0,0.42196531791907516,0.020494635090094415,0,0,1,1
517,0,3,1,0.37170143252073384,0.04713766070721715,0,1,0,1
518,1,2,0,0.4470972606182458,0.050748620223090936,0,0,1,2
519,0,3,1,0.39683337521990447,0.015411575213749284,0,0,1,1
520,1,1,0,0.37170143252073384,0.18249984580226933,0,0,1,1
521,0,3,1,0.2711736617240513,0.015411575213749284,0,0,1,1
522,0,3,1,0.37170143252073384,0.014102260811993537,1,0,0,1
523,1,1,0,0.5476250314149284,0.11316786160148591,1,0,0,2
524,0,3,1,0.37170143252073384,0.014110458666029575,1,0,0,1
525,0,3,1,0.5036441316913798,0.015126992566498259,0,1,0,1
526,1,2,0,0.6230208595124404,0.020494635090094415,0,0,1,1
527,0,1,1,0.37170143252073384,0.4328841690069588,0,0,1,1
528,0,3,1,0.4847951746670017,0.015468569817999833,0,0,1,1
529,0,2,1,0.2837396330736366,0.022446505098674834,0,0,1,4
530,1,2,0,0.01985423473234481,0.050748620223090936,0,0,1,3
531,0,3,1,0.37170143252073384,0.014110458666029575,1,0,0,1
532,0,3,1,0.20834380497612465,0.014110458666029575,1,0,0,3
533,1,3,0,0.43453128926866047,0.04364049521284361,1,0,0,3
534,0,3,0,0.37170143252073384,0.016908073949327893,0,0,1,1
535,1,2,0,0.08268409148027142,0.05123658772523604,0,0,1,3
536,0,1,1,0.5601910027645137,0.051822148727810165,0,0,1,1
537,1,1,0,0.37170143252073384,0.20772776566317125,1,0,0,1
538,0,3,1,0.37170143252073384,0.028302115124416098,0,0,1,1
539,1,1,0,0.2711736617240513,0.09661756542473081,1,0,0,3
540,1,1,0,0.4470972606182458,0.13858277060920984,0,0,1,3
541,0,3,0,0.10781603417944208,0.06104473451835265,0,0,1,7
542,0,3,0,0.13294797687861273,0.06104473451835265,0,0,1,7
543,1,2,1,0.39683337521990447,0.050748620223090936,0,0,1,2
544,0,1,1,0.6230208595124404,0.20772776566317125,1,0,0,2
545,0,1,1,0.7989444584066349,0.050748620223090936,0,0,1,1
546,1,2,0,0.23347574767529528,0.050748620223090936,0,0,1,2
547,1,2,1,0.37170143252073384,0.02705779799394608,1,0,0,1
548,0,3,1,0.4093993465694898,0.04006213192611313,0,0,1,3
549,1,2,1,0.09525006282985675,0.07173122281533045,0,0,1,3
550,1,1,1,0.20834380497612465,0.21642978772242535,1,0,0,3
551,0,2,1,0.33400351847197784,0.050748620223090936,0,0,1,1
552,0,3,1,0.37170143252073384,0.015281580671177828,0,1,0,1
553,1,3,1,0.2711736617240513,0.014102260811993537,1,0,0,1
554,1,3,0,0.2711736617240513,0.015175789316712771,0,0,1,1
555,0,1,1,0.7738125157074642,0.051822148727810165,0,0,1,1
556,1,1,0,0.5978889168132696,0.07729405233978466,1,0,0,2
557,0,1,1,0.37170143252073384,0.4440992237022602,1,0,0,1
558,1,1,0,0.4847951746670017,0.1554664461834305,0,0,1,3
559,1,3,0,0.4470972606182458,0.033962538149299316,0,0,1,2
560,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
561,0,3,1,0.4973611460165871,0.015411575213749284,0,0,1,1
562,0,2,1,0.3465694898215632,0.026350245115835676,0,0,1,1
563,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
564,0,3,0,0.2586076903744659,0.015712553569072387,0,0,1,1
565,0,3,1,0.2963056044232219,0.04713766070721715,0,0,1,3
566,0,3,1,0.23347574767529528,0.015411575213749284,0,0,1,1
567,0,3,0,0.35913546117114853,0.04113566043083236,0,0,1,5
568,0,3,1,0.37170143252073384,0.014110458666029575,1,0,0,1
569,1,3,1,0.39683337521990447,0.015330377421392339,0,0,1,1
570,1,2,1,0.7738125157074642,0.020494635090094415,0,0,1,1
571,1,1,0,0.6607187735611962,0.10048070654571319,0,0,1,3
572,1,1,1,0.4470972606182458,0.051504969851415845,0,0,1,1
573,1,3,0,0.2586076903744659,0.015126992566498259,0,1,0,1
574,0,3,1,0.19577783362653933,0.015712553569072387,0,0,1,1
575,0,3,1,0.23347574767529528,0.028302115124416098,0,0,1,1
576,1,2,0,0.42196531791907516,0.025374310111545468,0,0,1,1
577,1,1,0,0.4847951746670017,0.1091095334796455,0,0,1,2
578,0,3,0,0.43453128926866047,0.028220722145058292,1,0,0,2
579,1,3,1,0.39683337521990447,0.015468569817999833,0,0,1,1
580,1,2,0,0.3088715757728072,0.05855610025741261,0,0,1,3
581,1,1,0,0.4847951746670017,0.21642978772242535,1,0,0,3
582,0,2,1,0.6732847449107816,0.050748620223090936,0,0,1,1
583,0,1,1,0.4470972606182458,0.07831878409428937,1,0,0,1
584,0,3,1,0.37170143252073384,0.017005667449756914,1,0,0,1
585,1,1,0,0.22090977632570996,0.1554664461834305,0,0,1,3
586,0,2,1,0.5853229454636844,0.029278050128706306,0,0,1,1
587,1,1,1,0.7486805730082935,0.15458810467956932,1,0,0,3
588,0,3,1,0.2711736617240513,0.015712553569072387,0,0,1,1
589,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
590,0,3,1,0.43453128926866047,0.013907073811135496,0,0,1,1
591,1,1,0,0.648152802211611,0.1527664244005612,1,0,0,2
592,0,3,1,0.5853229454636844,0.014151057562208049,0,0,1,1
593,0,3,0,0.2586076903744659,0.015126992566498259,0,1,0,3
594,0,2,1,0.4596632319678311,0.050748620223090936,0,0,1,2
595,0,3,1,0.4470972606182458,0.04713766070721715,0,0,1,3
596,1,2,0,0.2586076903744659,0.06441171028315387,0,0,1,1
597,0,3,1,0.610454888162855,0.0,0,0,1,1
598,0,3,1,0.37170143252073384,0.014102260811993537,1,0,0,1
599,1,1,1,0.610454888162855,0.11111839809247648,1,0,0,2
600,1,2,0,0.2963056044232219,0.05270049023167135,0,0,1,4
601,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
602,0,1,1,0.37170143252073384,0.08275928836380983,0,0,1,1
603,0,3,1,0.5476250314149284,0.015712553569072387,0,0,1,1
604,1,1,1,0.43453128926866047,0.051822148727810165,1,0,0,1
605,0,3,1,0.4470972606182458,0.030351578633425542,0,0,1,2
606,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
607,1,1,1,0.33400351847197784,0.05953203526170282,0,0,1,1
608,1,2,0,0.2711736617240513,0.08115719346076702,1,0,0,4
609,1,1,0,0.4973611460165871,0.2995388511917728,0,0,1,1
610,0,3,0,0.4847951746670017,0.06104473451835265,0,0,1,7
611,0,3,1,0.37170143252073384,0.013760683560491965,0,0,1,1
612,1,3,0,0.2586076903744659,0.030253985132996517,0,1,0,2
613,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
614,0,3,1,0.43453128926866047,0.015712553569072387,0,0,1,1
615,1,2,0,0.2963056044232219,0.12687155055772734,0,0,1,4
616,0,3,1,0.42196531791907516,0.028106928123558056,0,0,1,3
617,0,3,0,0.32143754712239253,0.031425107138144774,0,0,1,2
618,1,2,0,0.04498617743151546,0.0761229303346364,0,0,1,4
619,0,2,1,0.32143754712239253,0.020494635090094415,0,0,1,1
620,0,3,1,0.33400351847197784,0.028212719478023115,1,0,0,2
621,1,1,1,0.5224930887157577,0.10257896680493714,0,0,1,2
622,1,3,1,0.24604171902488062,0.030725752114070404,1,0,0,3
623,0,3,1,0.2586076903744659,0.015330377421392339,0,0,1,1
624,0,3,1,0.2586076903744659,0.031425107138144774,0,0,1,1
625,0,1,1,0.7612465443578789,0.06308600017332605,0,0,1,1
626,0,2,1,0.7109826589595376,0.024105594605968193,0,1,0,1
627,1,1,0,0.2586076903744659,0.15216446768991498,0,0,1,1
628,0,3,1,0.32143754712239253,0.015411575213749284,0,0,1,1
629,0,3,1,0.37170143252073384,0.015094396337354966,0,1,0,1
630,1,1,1,1.0,0.05855610025741261,0,0,1,1
631,0,3,1,0.6355868308620256,0.013768881414528002,0,0,1,1
632,1,1,1,0.39683337521990447,0.05953203526170282,1,0,0,1
633,0,1,1,0.37170143252073384,0.0,0,0,1,1
634,0,3,0,0.10781603417944208,0.05445717323939373,0,0,1,6
635,1,2,0,0.3465694898215632,0.025374310111545468,0,0,1,1
636,0,3,1,0.39683337521990447,0.015468569817999833,0,0,1,1
637,0,2,1,0.38426740387031916,0.05123658772523604,0,0,1,3
638,0,3,0,0.5099271173661724,0.07746484096553544,0,0,1,6
639,0,3,1,0.37170143252073384,0.031425107138144774,0,0,1,2
640,0,3,1,0.24604171902488062,0.015330377421392339,0,0,1,1
641,1,1,0,0.2963056044232219,0.13526459159462315,1,0,0,1
642,0,3,0,0.01985423473234481,0.05445717323939373,0,0,1,6
643,1,3,1,0.37170143252073384,0.11027245763075773,0,0,1,1
644,1,3,0,0.004146770545363157,0.03758969818624431,1,0,0,4
645,1,1,1,0.5978889168132696,0.1497654242623688,1,0,0,2
646,0,3,1,0.23347574767529528,0.015411575213749284,0,0,1,1
647,1,1,1,0.6984166876099522,0.06929138530460492,1,0,0,1
648,0,3,1,0.37170143252073384,0.014736618564782174,0,0,1,1
649,1,3,0,0.2837396330736366,0.014736618564782174,0,0,1,1
650,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
651,1,2,0,0.22090977632570996,0.04489301019734967,0,0,1,2
652,0,3,1,0.2586076903744659,0.01646070534336126,0,0,1,1
653,1,3,0,0.2586076903744659,0.015281580671177828,0,1,0,1
654,0,3,0,0.22090977632570996,0.013175122557917838,0,1,0,1
655,0,2,1,0.2963056044232219,0.1434624456306609,0,0,1,3
656,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
657,0,3,0,0.39683337521990447,0.030253985132996517,0,1,0,3
658,0,2,1,0.2837396330736366,0.025374310111545468,0,0,1,1
659,0,1,1,0.7235486303091229,0.22109807522194713,1,0,0,3
660,1,1,1,0.6230208595124404,0.2608674266467732,0,0,1,3
661,0,3,1,0.4973611460165871,0.014102260811993537,1,0,0,1
662,0,1,1,0.5853229454636844,0.04994347384455151,0,0,1,1
663,0,3,1,0.4470972606182458,0.014630827210317115,0,0,1,1
664,1,3,1,0.24604171902488062,0.015468569817999833,0,0,1,2
665,0,2,1,0.39683337521990447,0.1434624456306609,0,0,1,3
666,0,2,1,0.3088715757728072,0.025374310111545468,0,0,1,1
667,0,3,1,0.37170143252073384,0.015175789316712771,0,0,1,1
668,0,3,1,0.5350590600653431,0.015712553569072387,0,0,1,1
669,1,1,0,0.43453128926866047,0.10149724044618187,0,0,1,2
670,1,2,0,0.4973611460165871,0.0761229303346364,0,0,1,3
671,0,1,1,0.38426740387031916,0.10149724044618187,0,0,1,2
672,0,2,1,0.8743402865041467,0.020494635090094415,0,0,1,1
673,1,2,1,0.38426740387031916,0.025374310111545468,0,0,1,1
674,0,2,1,0.37170143252073384,0.0,0,0,1,1
675,0,3,1,0.22090977632570996,0.015175789316712771,0,0,1,1
676,0,3,1,0.3025885900980146,0.015712553569072387,0,0,1,1
677,1,3,0,0.22090977632570996,0.019209719063445922,0,0,1,1
678,0,3,0,0.5350590600653431,0.09154270340242172,0,0,1,8
679,1,1,1,0.4470972606182458,1.0,1,0,0,2
680,0,3,0,0.2586076903744659,0.01588334219482317,0,1,0,1
681,1,1,1,0.33400351847197784,0.1497654242623688,1,0,0,1
682,0,3,1,0.24604171902488062,0.01800600082915438,0,0,1,1
683,0,3,1,0.17064589092736868,0.09154270340242172,0,0,1,8
684,0,2,1,0.7486805730082935,0.0761229303346364,0,0,1,3
685,0,2,1,0.3088715757728072,0.08115719346076702,1,0,0,4
686,0,3,1,0.17064589092736868,0.07746484096553544,0,0,1,6
687,0,3,1,0.23347574767529528,0.019852079483269742,0,0,1,1
688,0,3,1,0.22090977632570996,0.015216388212891242,0,0,1,1
689,1,1,0,0.18321186227695402,0.41250332793836464,0,0,1,2
690,1,1,1,0.38426740387031916,0.11125659048908397,0,0,1,2
691,1,3,0,0.04498617743151546,0.026187654344120927,1,0,0,2
692,1,3,1,0.37170143252073384,0.11027245763075773,0,0,1,1
693,0,3,1,0.3088715757728072,0.014102260811993537,1,0,0,1
694,0,1,1,0.7486805730082935,0.051822148727810165,0,0,1,1
695,0,2,1,0.648152802211611,0.026350245115835676,0,0,1,1
696,0,3,1,0.5476250314149284,0.015712553569072387,0,0,1,1
697,1,3,0,0.2586076903744659,0.015094396337354966,0,1,0,1
698,0,1,1,0.610454888162855,0.21642978772242535,1,0,0,3
699,0,3,1,0.5224930887157577,0.014931805565640218,0,0,1,1
700,1,1,0,0.22090977632570996,0.4440992237022602,1,0,0,2
701,1,1,1,0.43453128926866047,0.05130978285055781,0,0,1,1
702,0,3,0,0.22090977632570996,0.028212719478023115,1,0,0,2
703,0,3,1,0.3088715757728072,0.01511079204542704,0,1,0,1
704,0,3,1,0.32143754712239253,0.015330377421392339,0,0,1,2
705,0,2,1,0.4847951746670017,0.050748620223090936,0,0,1,1
706,1,2,0,0.5601910027645137,0.026350245115835676,0,0,1,1
707,1,1,1,0.5224930887157577,0.05130978285055781,0,0,1,1
708,1,1,0,0.2711736617240513,0.29580589980036276,0,0,1,1
709,1,3,1,0.03870319175672279,0.029757819776815374,1,0,0,3
710,1,1,0,0.2963056044232219,0.09662576327876685,1,0,0,1
711,0,1,1,0.37170143252073384,0.051822148727810165,0,0,1,1
712,1,1,1,0.5978889168132696,0.10149724044618187,0,0,1,2
713,0,3,1,0.35913546117114853,0.018510168852370702,0,0,1,1
714,0,2,1,0.648152802211611,0.025374310111545468,0,0,1,1
715,0,3,1,0.23347574767529528,0.014931805565640218,0,0,1,1
716,1,1,0,0.4722292033174164,0.4440992237022602,1,0,0,1
717,1,2,0,0.33400351847197784,0.020494635090094415,0,0,1,1
718,0,3,1,0.37170143252073384,0.030253985132996517,0,1,0,1
719,0,3,1,0.4093993465694898,0.015175789316712771,0,0,1,1
720,1,2,0,0.0701181201306861,0.06441171028315387,0,0,1,2
721,0,3,1,0.20834380497612465,0.013768881414528002,0,0,1,2
722,0,2,1,0.42196531791907516,0.025374310111545468,0,0,1,1
723,0,2,1,0.6230208595124404,0.025374310111545468,0,0,1,1
724,1,1,1,0.33400351847197784,0.10364429745562033,0,0,1,2
725,0,3,1,0.24604171902488062,0.016908073949327893,0,0,1,1
726,1,2,0,0.37170143252073384,0.04098927018018883,0,0,1,4
727,1,3,0,0.2586076903744659,0.015102594191391002,0,1,0,1
728,0,2,1,0.3088715757728072,0.050748620223090936,0,0,1,2
729,0,3,0,0.3088715757728072,0.015468569817999833,0,0,1,2
730,1,1,0,0.35913546117114853,0.41250332793836464,0,0,1,1
731,0,3,1,0.13294797687861273,0.036670757786204655,1,0,0,1
732,0,2,1,0.37170143252073384,0.0,0,0,1,1
733,0,2,1,0.2837396330736366,0.025374310111545468,0,0,1,1
734,0,2,1,0.2837396330736366,0.025374310111545468,0,0,1,1
735,0,3,1,0.35285247549635584,0.031425107138144774,0,0,1,1
736,0,3,0,0.5978889168132696,0.06709553154495196,0,0,1,5
737,1,1,1,0.43453128926866047,1.0,1,0,0,1
738,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
739,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
740,1,1,1,0.37170143252073384,0.05855610025741261,0,0,1,1
741,0,1,1,0.4470972606182458,0.15390495017656614,0,0,1,2
742,1,1,0,0.2586076903744659,0.5121218935012878,1,0,0,5
743,0,3,1,0.2963056044232219,0.031425107138144774,0,0,1,2
744,1,3,1,0.38426740387031916,0.015468569817999833,0,0,1,1
745,0,1,1,0.8743402865041467,0.13858277060920984,0,0,1,3
746,0,3,1,0.19577783362653933,0.03952536767375352,0,0,1,3
747,1,2,0,0.37170143252073384,0.025374310111545468,0,0,1,1
748,0,1,1,0.23347574767529528,0.10364429745562033,0,0,1,2
749,0,3,1,0.38426740387031916,0.015126992566498259,0,1,0,1
750,1,2,0,0.04498617743151546,0.04489301019734967,0,0,1,3
751,1,3,1,0.0701181201306861,0.024349578357040744,0,0,1,2
752,0,3,1,0.4093993465694898,0.018542765081513996,0,0,1,1
753,0,3,1,0.2837396330736366,0.015411575213749284,0,0,1,1
754,1,2,0,0.5978889168132696,0.12687155055772734,0,0,1,4
755,1,2,1,0.0031414928373963316,0.028302115124416098,0,0,1,3
756,0,3,1,0.3465694898215632,0.015216388212891242,0,0,1,1
757,0,2,1,0.22090977632570996,0.022446505098674834,0,0,1,1
758,0,3,1,0.42196531791907516,0.015712553569072387,0,0,1,1
759,1,1,0,0.4093993465694898,0.16883675574220638,0,0,1,1
760,0,3,1,0.37170143252073384,0.028302115124416098,0,0,1,1
761,0,3,1,0.5099271173661724,0.013907073811135496,0,0,1,1
762,1,3,1,0.24604171902488062,0.014110458666029575,1,0,0,1
763,1,1,0,0.4470972606182458,0.23422440102965045,0,0,1,4
764,0,3,1,0.19577783362653933,0.015175789316712771,0,0,1,1
765,1,1,0,0.6355868308620256,0.15216446768991498,0,0,1,2
766,0,1,1,0.5790399597888917,0.07729405233978466,1,0,0,1
767,0,3,0,0.37798441819552653,0.015126992566498259,0,1,0,1
768,0,3,1,0.37170143252073384,0.04713766070721715,0,1,0,2
769,0,3,1,0.39683337521990447,0.016322512946753766,0,0,1,1
770,0,3,1,0.2963056044232219,0.018542765081513996,0,0,1,1
771,0,3,1,0.5978889168132696,0.015330377421392339,0,0,1,1
772,0,2,0,0.7109826589595376,0.020494635090094415,0,0,1,1
773,0,3,1,0.37170143252073384,0.014102260811993537,1,0,0,1
774,1,2,0,0.6732847449107816,0.04489301019734967,0,0,1,5
775,0,3,1,0.22090977632570996,0.015126992566498259,0,0,1,1
776,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
777,1,3,0,0.05755214878110078,0.024349578357040744,0,0,1,1
778,0,3,1,0.37170143252073384,0.015102594191391002,0,1,0,1
779,1,1,0,0.5350590600653431,0.41250332793836464,0,0,1,2
780,1,3,0,0.15807991957778336,0.014110458666029575,1,0,0,1
781,1,1,0,0.20834380497612465,0.11125659048908397,0,0,1,2
782,0,1,1,0.35913546117114853,0.05855610025741261,0,0,1,1
783,0,3,1,0.37170143252073384,0.04577135170121086,0,0,1,4
784,0,3,1,0.3088715757728072,0.013760683560491965,0,0,1,1
785,0,3,1,0.3088715757728072,0.014151057562208049,0,0,1,1
786,1,3,0,0.22090977632570996,0.014630827210317115,0,0,1,1
787,0,3,1,0.09525006282985675,0.056848213999904744,0,1,0,6
788,1,3,1,0.007288263382759489,0.04015972542654215,0,0,1,4
789,0,1,1,0.572756974114099,0.15458810467956932,1,0,0,1
790,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
791,0,2,1,0.19577783362653933,0.050748620223090936,0,0,1,1
792,0,3,0,0.2586076903744659,0.13575255909676823,0,0,1,11
793,0,1,1,0.37170143252073384,0.05991421140938287,1,0,0,1
794,0,3,1,0.3088715757728072,0.015411575213749284,0,0,1,1
795,0,2,1,0.4847951746670017,0.025374310111545468,0,0,1,1
796,1,1,0,0.610454888162855,0.050610427826483444,0,0,1,1
797,1,3,0,0.38426740387031916,0.016948672845506364,0,0,1,1
798,0,3,1,0.37170143252073384,0.014110458666029575,1,0,0,1
799,0,3,0,0.37170143252073384,0.04713766070721715,0,0,1,3
800,0,2,1,0.42196531791907516,0.025374310111545468,0,0,1,1
801,1,2,0,0.38426740387031916,0.05123658772523604,0,0,1,3
802,1,1,1,0.13294797687861273,0.23422440102965045,0,0,1,4
803,1,3,1,0.0,0.016623491302076868,1,0,0,2
804,1,3,1,0.33400351847197784,0.013614293309848433,0,0,1,1
805,0,3,1,0.38426740387031916,0.015175789316712771,0,0,1,1
806,0,1,1,0.4847951746670017,0.0,0,0,1,1
807,0,3,0,0.22090977632570996,0.015175789316712771,0,0,1,1
808,0,2,1,0.4847951746670017,0.025374310111545468,0,0,1,1
809,1,1,0,0.4093993465694898,0.10364429745562033,0,0,1,2
810,0,3,1,0.32143754712239253,0.015395374692678068,0,0,1,1
811,0,3,1,0.4847951746670017,0.04713766070721715,0,0,1,1
812,0,2,1,0.43453128926866047,0.020494635090094415,0,0,1,1
813,0,3,0,0.0701181201306861,0.06104473451835265,0,0,1,7
814,0,3,1,0.37798441819552653,0.015712553569072387,0,0,1,1
815,0,1,1,0.37170143252073384,0.0,0,0,1,1
816,0,3,0,0.2837396330736366,0.015468569817999833,0,0,1,1
817,0,2,1,0.38426740387031916,0.07222738817151159,1,0,0,3
818,0,3,1,0.5350590600653431,0.012589561555343713,0,0,1,1
819,0,3,1,0.12038200552902739,0.05445717323939373,0,0,1,6
820,1,1,0,0.648152802211611,0.18249984580226933,0,0,1,3
821,1,3,1,0.33400351847197784,0.016908073949327893,0,0,1,1
822,0,1,1,0.4722292033174164,0.0,0,0,1,1
